transaction_id,customer_id,amount_inr,timestamp,location,device,fraud_reason,autoencoder_loss
9676,Cust001,4831627.136430937,2025-01-01 00:51:18,Chennai,tablet,"Supervised score: 0.9996, Anomaly: True",5.7085
1570,Cust075,3353886.673030578,2025-01-01 00:52:18,Mumbai,tablet,"Supervised score: 0.9948, Anomaly: True",2.7348
4467,Cust019,922880.3922956036,2025-01-01 00:53:23,Ahmedabad,desktop,"Supervised score: 0.8016, Anomaly: False",0.1747
5136,Cust025,4810989.673142515,2025-01-01 00:53:58,Ahmedabad,tablet,"Supervised score: 0.9998, Anomaly: True",5.8365
835,Cust031,559485.5158215836,2025-01-01 00:54:41,Ahmedabad,tablet,"Supervised score: 0.6436, Anomaly: False",0.0639
9975,Cust037,845154.9355215766,2025-01-01 00:56:09,Mumbai,mobile,"Supervised score: 0.5293, Anomaly: False",0.1459
3359,Cust001,7005988.26852967,2025-01-01 01:01:39,Bangalore,tablet,"Supervised score: 1.0000, Anomaly: True",12.4387
6471,Cust016,483449.1014251996,2025-01-01 01:03:15,Kolkata,tablet,"Supervised score: 0.6528, Anomaly: False",0.0511
4829,Cust029,844452.2101965515,2025-01-01 01:09:01,Ahmedabad,mobile,"Supervised score: 0.7608, Anomaly: False",0.1383
6440,Cust050,8312238.061730898,2025-01-01 01:10:11,Kolkata,mobile,"Supervised score: 1.0000, Anomaly: True",17.5254
3505,Cust020,807274.8331456273,2025-01-01 01:10:28,Delhi,mobile,"Supervised score: 0.7908, Anomaly: False",0.1330
2264,Cust075,7927994.621056795,2025-01-01 01:10:57,Hyderabad,desktop,"Supervised score: 1.0000, Anomaly: True",16.1773
219,Cust075,2227240.955010173,2025-01-01 01:12:33,Hyderabad,tablet,"Supervised score: 0.9795, Anomaly: True",1.2195
7293,Cust001,6349757.947102339,2025-01-01 01:12:58,Bangalore,tablet,"Supervised score: 1.0000, Anomaly: True",10.2264
2437,Cust010,4556386.966799267,2025-01-01 01:14:17,Ahmedabad,tablet,"Supervised score: 0.9997, Anomaly: True",5.3860
6865,Cust055,899520.8861604927,2025-01-01 01:17:49,Ahmedabad,mobile,"Supervised score: 0.7811, Anomaly: False",0.1593
9094,Cust012,933595.2002521346,2025-01-01 01:18:38,Bangalore,desktop,"Supervised score: 0.8208, Anomaly: False",0.2052
7680,Cust017,911095.707568974,2025-01-01 01:18:53,Kolkata,mobile,"Supervised score: 0.8175, Anomaly: False",0.1659
4782,Cust038,293943.11535649793,2025-01-01 01:21:01,Kolkata,tablet,"Supervised score: 0.5555, Anomaly: False",0.0214
6136,Cust082,504655.0324551642,2025-01-01 01:21:14,Kolkata,tablet,"Supervised score: 0.6631, Anomaly: False",0.0552
3610,Cust001,6820641.116713149,2025-01-01 01:21:18,Delhi,mobile,"Supervised score: 1.0000, Anomaly: True",11.6860
832,Cust003,893848.4684110581,2025-01-01 01:27:02,Ahmedabad,tablet,"Supervised score: 0.7870, Anomaly: False",0.1697
9529,Cust019,542578.8295232663,2025-01-01 01:28:43,Chennai,desktop,"Supervised score: 0.5975, Anomaly: False",0.0621
89,Cust075,2794146.5530652883,2025-01-01 01:30:52,Chennai,mobile,"Supervised score: 0.9886, Anomaly: True",1.8841
8274,Cust091,766949.148682528,2025-01-01 01:31:10,Ahmedabad,desktop,"Supervised score: 0.7459, Anomaly: False",0.1347
1714,Cust049,682374.0062674627,2025-01-01 01:31:11,Chennai,desktop,"Supervised score: 0.7065, Anomaly: False",0.0988
9497,Cust033,526050.9752509629,2025-01-01 01:31:32,Delhi,mobile,"Supervised score: 0.6829, Anomaly: False",0.0581
382,Cust096,918783.2408060654,2025-01-01 01:34:49,Kolkata,desktop,"Supervised score: 0.8286, Anomaly: False",0.1988
7671,Cust001,9728823.403825045,2025-01-01 01:34:51,Pune,desktop,"Supervised score: 1.0000, Anomaly: True",24.6631
9719,Cust010,4314889.567549898,2025-01-01 01:38:25,Delhi,tablet,"Supervised score: 0.9994, Anomaly: True",4.7242
826,Cust050,9717902.057484554,2025-01-01 01:40:27,Mumbai,mobile,"Supervised score: 1.0000, Anomaly: True",25.1080
8810,Cust093,650159.2087192525,2025-01-01 01:40:30,Pune,mobile,"Supervised score: 0.5406, Anomaly: False",0.0900
5112,Cust092,516425.27183961886,2025-01-01 01:44:50,Kolkata,desktop,"Supervised score: 0.6707, Anomaly: False",0.0575
7805,Cust054,447748.5576246084,2025-01-01 01:48:20,Delhi,mobile,"Supervised score: 0.6470, Anomaly: False",0.0432
7988,Cust043,246044.1528846228,2025-01-01 01:50:59,Kolkata,tablet,"Supervised score: 0.5299, Anomaly: False",0.0157
3558,Cust090,664195.521740822,2025-01-01 01:52:28,Kolkata,desktop,"Supervised score: 0.7367, Anomaly: False",0.0965
7730,Cust071,401485.7851717728,2025-01-01 01:53:19,Ahmedabad,tablet,"Supervised score: 0.5654, Anomaly: False",0.0303
9645,Cust025,1611765.048355897,2025-01-01 01:53:21,Mumbai,desktop,"Supervised score: 0.9234, Anomaly: True",0.7020
4246,Cust056,974083.5182315352,2025-01-01 01:53:54,Hyderabad,desktop,"Supervised score: 0.8314, Anomaly: False",0.2118
9401,Cust056,846089.7854813526,2025-01-01 01:54:59,Delhi,mobile,"Supervised score: 0.8033, Anomaly: False",0.1459
3320,Cust003,804976.096439227,2025-01-01 01:58:43,Kolkata,tablet,"Supervised score: 0.7898, Anomaly: False",0.1364
79,Cust025,5664649.324974103,2025-01-01 01:58:50,Delhi,desktop,"Supervised score: 0.9999, Anomaly: True",8.4269
5487,Cust075,7308960.945835557,2025-01-01 01:59:15,Pune,desktop,"Supervised score: 1.0000, Anomaly: True",13.8576
8233,Cust050,6186499.475287182,2025-01-01 01:59:28,Hyderabad,mobile,"Supervised score: 0.9999, Anomaly: True",9.5680
1182,Cust010,6228442.9425637685,2025-01-01 02:02:06,Ahmedabad,mobile,"Supervised score: 1.0000, Anomaly: True",9.9539
3788,Cust090,768835.4027256379,2025-01-01 02:11:29,Chennai,mobile,"Supervised score: 0.7414, Anomaly: False",0.1298
8118,Cust010,5486472.704583194,2025-01-01 02:12:09,Bangalore,desktop,"Supervised score: 0.9999, Anomaly: True",8.3866
3824,Cust001,3217702.576632326,2025-01-01 02:14:43,Bangalore,tablet,"Supervised score: 0.9973, Anomaly: True",2.8370
4830,Cust024,929561.4221549052,2025-01-01 02:15:24,Mumbai,tablet,"Supervised score: 0.6012, Anomaly: False",0.2112
4508,Cust010,9683715.701172732,2025-01-01 02:17:29,Bangalore,mobile,"Supervised score: 1.0000, Anomaly: True",24.0914
5036,Cust025,1800281.3454733903,2025-01-01 02:18:18,Kolkata,tablet,"Supervised score: 0.9659, Anomaly: True",0.8567
5645,Cust097,374438.3653008902,2025-01-01 02:19:04,Hyderabad,tablet,"Supervised score: 0.5878, Anomaly: False",0.0276
9836,Cust052,988702.0998355466,2025-01-01 02:23:22,Kolkata,tablet,"Supervised score: 0.8444, Anomaly: False",0.2195
4423,Cust065,941853.1094924472,2025-01-01 02:23:48,Chennai,desktop,"Supervised score: 0.7926, Anomaly: False",0.1978
5494,Cust052,609614.8215561653,2025-01-01 02:26:16,Hyderabad,mobile,"Supervised score: 0.6946, Anomaly: False",0.0797
9097,Cust001,1221009.6413824274,2025-01-01 02:31:54,Delhi,desktop,"Supervised score: 0.8974, Anomaly: False",0.3476
6967,Cust053,295288.5770044931,2025-01-01 02:37:39,Kolkata,desktop,"Supervised score: 0.5523, Anomaly: False",0.0164
261,Cust058,713245.897064054,2025-01-01 02:39:44,Hyderabad,tablet,"Supervised score: 0.7405, Anomaly: False",0.1107
7007,Cust041,669909.0346022918,2025-01-01 02:40:08,Bangalore,tablet,"Supervised score: 0.7127, Anomaly: False",0.0932
4261,Cust086,389791.14773294097,2025-01-01 02:43:22,Ahmedabad,desktop,"Supervised score: 0.5585, Anomaly: False",0.0295
6781,Cust050,7376231.207237385,2025-01-01 02:47:17,Bangalore,tablet,"Supervised score: 1.0000, Anomaly: True",14.2084
8447,Cust070,532161.1715205464,2025-01-01 02:47:30,Kolkata,mobile,"Supervised score: 0.6640, Anomaly: False",0.0591
68,Cust077,717875.3660416063,2025-01-01 02:50:19,Hyderabad,desktop,"Supervised score: 0.7372, Anomaly: False",0.1119
5890,Cust025,5139175.024952362,2025-01-01 02:51:14,Hyderabad,desktop,"Supervised score: 0.9998, Anomaly: True",7.3478
2015,Cust001,910397.2447926276,2025-01-01 02:52:05,Mumbai,mobile,"Supervised score: 0.5943, Anomaly: False",0.1903
5607,Cust059,813285.9053048478,2025-01-01 02:53:10,Pune,tablet,"Supervised score: 0.6832, Anomaly: False",0.1455
4185,Cust020,846752.0486774396,2025-01-01 02:53:11,Ahmedabad,tablet,"Supervised score: 0.7674, Anomaly: False",0.1689
3938,Cust001,5936397.694439562,2025-01-01 02:53:52,Delhi,mobile,"Supervised score: 0.9999, Anomaly: True",9.0816
5207,Cust057,868012.5145499471,2025-01-01 02:55:22,Kolkata,desktop,"Supervised score: 0.8084, Anomaly: False",0.1647
9275,Cust067,364491.0023361436,2025-01-01 02:56:53,Delhi,tablet,"Supervised score: 0.6043, Anomaly: False",0.0261
6043,Cust013,856137.534874245,2025-01-01 02:57:12,Chennai,desktop,"Supervised score: 0.7614, Anomaly: False",0.1618
4610,Cust001,1802972.753258373,2025-01-01 02:57:55,Chennai,desktop,"Supervised score: 0.9543, Anomaly: True",0.8215
9122,Cust010,1467866.6201005843,2025-01-01 02:59:04,Ahmedabad,tablet,"Supervised score: 0.9258, Anomaly: True",0.5807
8151,Cust062,824458.9452335094,2025-01-01 02:59:57,Delhi,desktop,"Supervised score: 0.7954, Anomaly: False",0.1458
9694,Cust050,7893494.6890587155,2025-01-01 03:01:59,Mumbai,tablet,"Supervised score: 1.0000, Anomaly: True",17.4889
8065,Cust027,831185.0267597433,2025-01-01 03:02:08,Delhi,tablet,"Supervised score: 0.7947, Anomaly: False",0.1534
495,Cust001,6697299.230806008,2025-01-01 03:02:13,Chennai,tablet,"Supervised score: 1.0000, Anomaly: True",12.4851
6704,Cust077,887288.5889390559,2025-01-01 03:02:22,Pune,tablet,"Supervised score: 0.7431, Anomaly: False",0.1751
3713,Cust053,467453.48764464696,2025-01-01 03:03:10,Kolkata,tablet,"Supervised score: 0.6316, Anomaly: False",0.0454
1594,Cust001,5984072.97250742,2025-01-01 03:03:43,Delhi,tablet,"Supervised score: 1.0000, Anomaly: True",10.0204
1798,Cust050,1117334.4169894035,2025-01-01 03:04:37,Bangalore,tablet,"Supervised score: 0.8634, Anomaly: False",0.3039
7845,Cust008,682831.3012736987,2025-01-01 03:05:49,Kolkata,mobile,"Supervised score: 0.7265, Anomaly: False",0.1019
1186,Cust004,949641.9392531252,2025-01-01 03:08:30,Ahmedabad,tablet,"Supervised score: 0.8000, Anomaly: False",0.2109
7236,Cust053,812992.3345198387,2025-01-01 03:09:38,Ahmedabad,tablet,"Supervised score: 0.7487, Anomaly: False",0.1492
2081,Cust043,900961.1762127614,2025-01-01 03:10:14,Delhi,tablet,"Supervised score: 0.8170, Anomaly: False",0.1833
8554,Cust025,5007597.738998582,2025-01-01 03:10:18,Hyderabad,tablet,"Supervised score: 0.9998, Anomaly: True",7.1514
196,Cust076,492612.2323862194,2025-01-01 03:15:32,Delhi,mobile,"Supervised score: 0.6558, Anomaly: False",0.0509
2989,Cust055,576039.5755031649,2025-01-01 03:16:24,Delhi,desktop,"Supervised score: 0.6945, Anomaly: False",0.0706
9147,Cust043,649457.1057455455,2025-01-01 03:18:34,Kolkata,mobile,"Supervised score: 0.7120, Anomaly: False",0.0917
3007,Cust059,937518.312690855,2025-01-01 03:20:43,Kolkata,mobile,"Supervised score: 0.8214, Anomaly: False",0.2006
5587,Cust062,603242.6795818481,2025-01-01 03:23:19,Hyderabad,tablet,"Supervised score: 0.6876, Anomaly: False",0.0780
8287,Cust050,5639174.763133072,2025-01-01 03:25:39,Pune,tablet,"Supervised score: 0.9999, Anomaly: True",9.1713
2430,Cust091,782137.9287621559,2025-01-01 03:28:44,Pune,tablet,"Supervised score: 0.6506, Anomaly: False",0.1345
9727,Cust010,2789023.9219822995,2025-01-01 03:30:19,Bangalore,mobile,"Supervised score: 0.9935, Anomaly: True",2.1620
4506,Cust018,404731.6055792144,2025-01-01 03:32:02,Hyderabad,tablet,"Supervised score: 0.5966, Anomaly: False",0.0330
3082,Cust018,589731.6990421596,2025-01-01 03:32:27,Kolkata,desktop,"Supervised score: 0.6933, Anomaly: False",0.0743
6430,Cust075,4573462.380994072,2025-01-01 03:32:29,Pune,desktop,"Supervised score: 0.9994, Anomaly: True",6.1855
3524,Cust086,491357.28266894695,2025-01-01 03:33:28,Bangalore,desktop,"Supervised score: 0.6269, Anomaly: False",0.0487
1390,Cust053,231470.91969171347,2025-01-01 03:34:34,Kolkata,mobile,"Supervised score: 0.5010, Anomaly: False",0.0095
939,Cust089,699526.724038177,2025-01-01 03:34:56,Ahmedabad,desktop,"Supervised score: 0.7055, Anomaly: False",0.1072
6595,Cust010,1463843.946389283,2025-01-01 03:36:44,Kolkata,tablet,"Supervised score: 0.9358, Anomaly: True",0.5496
5120,Cust075,4695458.444579111,2025-01-01 03:38:36,Pune,tablet,"Supervised score: 0.9994, Anomaly: True",6.4536
7014,Cust090,765614.4922460158,2025-01-01 03:43:39,Bangalore,desktop,"Supervised score: 0.7517, Anomaly: False",0.1299
3575,Cust082,835328.5523374908,2025-01-01 03:43:39,Ahmedabad,desktop,"Supervised score: 0.7625, Anomaly: False",0.1595
6745,Cust025,3689577.443046554,2025-01-01 03:43:52,Chennai,desktop,"Supervised score: 0.9979, Anomaly: True",3.9091
6976,Cust054,845155.4725678519,2025-01-01 03:45:41,Delhi,desktop,"Supervised score: 0.7971, Anomaly: False",0.1618
3222,Cust087,529478.4481880785,2025-01-01 03:46:31,Delhi,mobile,"Supervised score: 0.6726, Anomaly: False",0.0594
8288,Cust075,2781836.6833822588,2025-01-01 03:49:35,Mumbai,desktop,"Supervised score: 0.9866, Anomaly: True",2.2395
9033,Cust028,650853.6387151226,2025-01-01 03:49:48,Delhi,desktop,"Supervised score: 0.7258, Anomaly: False",0.0915
1127,Cust034,369935.4512538935,2025-01-01 03:50:05,Kolkata,mobile,"Supervised score: 0.5751, Anomaly: False",0.0274
5832,Cust055,281857.644727582,2025-01-01 03:51:48,Bangalore,desktop,"Supervised score: 0.5172, Anomaly: False",0.0145
2212,Cust036,571851.5851829543,2025-01-01 03:52:25,Kolkata,mobile,"Supervised score: 0.6765, Anomaly: False",0.0701
8918,Cust075,4054545.9990954977,2025-01-01 03:53:17,Kolkata,desktop,"Supervised score: 0.9994, Anomaly: True",4.8733
9327,Cust017,899975.8544154167,2025-01-01 03:55:36,Kolkata,mobile,"Supervised score: 0.8092, Anomaly: False",0.1832
8635,Cust025,2125206.7618591227,2025-01-01 03:55:38,Bangalore,desktop,"Supervised score: 0.9812, Anomaly: True",1.2345
5132,Cust001,1995659.7924431504,2025-01-01 03:55:50,Hyderabad,desktop,"Supervised score: 0.9703, Anomaly: True",1.0651
4500,Cust025,5234659.037923763,2025-01-01 03:59:52,Delhi,desktop,"Supervised score: 0.9999, Anomaly: True",8.0698
8860,Cust075,2421834.1816158937,2025-01-01 04:06:32,Pune,tablet,"Supervised score: 0.9799, Anomaly: True",1.5819
5361,Cust050,9344356.326833175,2025-01-01 04:11:03,Chennai,tablet,"Supervised score: 1.0000, Anomaly: True",24.4711
6854,Cust010,2733364.442966409,2025-01-01 04:11:52,Bangalore,tablet,"Supervised score: 0.9935, Anomaly: True",2.1318
9696,Cust050,1447880.1721430528,2025-01-01 04:18:48,Chennai,tablet,"Supervised score: 0.9146, Anomaly: True",0.5111
707,Cust025,673779.7660316954,2025-01-01 04:25:06,Ahmedabad,mobile,"Supervised score: 0.6762, Anomaly: False",0.1007
1833,Cust001,1581578.080815709,2025-01-01 04:30:33,Hyderabad,mobile,"Supervised score: 0.9319, Anomaly: True",0.6225
5297,Cust010,8136298.128500056,2025-01-01 04:34:48,Delhi,mobile,"Supervised score: 1.0000, Anomaly: True",18.4386
4308,Cust050,4893951.942147384,2025-01-01 04:36:42,Ahmedabad,mobile,"Supervised score: 0.9999, Anomaly: True",6.9485
2065,Cust001,1493038.554684732,2025-01-01 04:42:06,Ahmedabad,tablet,"Supervised score: 0.9261, Anomaly: True",0.6030
4218,Cust075,2434948.8959671026,2025-01-01 04:44:39,Chennai,tablet,"Supervised score: 0.9828, Anomaly: True",1.6120
2610,Cust075,840764.8814948886,2025-01-01 04:44:43,Hyderabad,tablet,"Supervised score: 0.7859, Anomaly: False",0.1573
7185,Cust075,2538037.174288954,2025-01-01 04:50:26,Pune,desktop,"Supervised score: 0.9832, Anomaly: True",1.8051
2530,Cust050,6178467.809591162,2025-01-01 05:04:17,Mumbai,mobile,"Supervised score: 0.9999, Anomaly: True",12.6701
508,Cust075,7532259.415515602,2025-01-01 05:10:02,Bangalore,tablet,"Supervised score: 1.0000, Anomaly: True",16.9776
903,Cust075,8926822.64559098,2025-01-01 05:10:04,Bangalore,tablet,"Supervised score: 1.0000, Anomaly: True",23.2158
7365,Cust050,6701474.684637227,2025-01-01 05:19:57,Hyderabad,mobile,"Supervised score: 1.0000, Anomaly: True",13.8857
1930,Cust025,2077004.9461768589,2025-01-01 05:29:09,Bangalore,tablet,"Supervised score: 0.9763, Anomaly: True",1.2273
9006,Cust025,4795028.895313514,2025-01-01 05:42:38,Bangalore,mobile,"Supervised score: 0.9998, Anomaly: True",6.8380
5674,Cust075,9962156.60966469,2025-01-01 05:43:07,Pune,mobile,"Supervised score: 1.0000, Anomaly: True",29.1451
7067,Cust050,7961256.993335641,2025-01-01 06:02:32,Chennai,tablet,"Supervised score: 1.0000, Anomaly: True",19.9000
9420,Cust010,5208485.119949572,2025-01-01 06:05:36,Delhi,desktop,"Supervised score: 0.9999, Anomaly: True",8.2731
6026,Cust025,2428212.3179653287,2025-01-01 06:13:45,Mumbai,desktop,"Supervised score: 0.9748, Anomaly: True",1.6582
6467,Cust025,3194648.400514997,2025-01-01 06:16:29,Chennai,tablet,"Supervised score: 0.9955, Anomaly: True",2.9098
2822,Cust001,3820826.265223339,2025-01-01 06:18:21,Pune,tablet,"Supervised score: 0.9981, Anomaly: True",4.2595
359,Cust010,5275856.379271634,2025-01-01 06:28:58,Delhi,desktop,"Supervised score: 0.9999, Anomaly: True",8.4839
6012,Cust010,8565958.091561647,2025-01-01 06:29:03,Pune,desktop,"Supervised score: 1.0000, Anomaly: True",23.0259
2772,Cust075,7505122.766927141,2025-01-01 06:30:37,Delhi,mobile,"Supervised score: 1.0000, Anomaly: True",17.6636
4841,Cust001,7478894.588125369,2025-01-01 06:31:05,Chennai,tablet,"Supervised score: 1.0000, Anomaly: True",17.6601
4779,Cust001,7496842.77073998,2025-01-01 06:38:03,Mumbai,tablet,"Supervised score: 1.0000, Anomaly: True",18.5045
2814,Cust010,3923954.305436224,2025-01-01 06:40:50,Bangalore,tablet,"Supervised score: 0.9993, Anomaly: True",4.7039
6956,Cust025,7579623.716701888,2025-01-01 06:41:51,Bangalore,mobile,"Supervised score: 1.0000, Anomaly: True",17.7753
5071,Cust025,9995463.055198597,2025-01-01 06:46:35,Pune,mobile,"Supervised score: 1.0000, Anomaly: True",31.0290
3098,Cust075,7663889.69546844,2025-01-01 06:47:36,Kolkata,tablet,"Supervised score: 1.0000, Anomaly: True",18.1057
2992,Cust001,4434461.37544756,2025-01-01 07:02:46,Ahmedabad,desktop,"Supervised score: 0.9997, Anomaly: True",6.1197
5483,Cust050,904200.0100563342,2025-01-01 07:03:27,Bangalore,tablet,"Supervised score: 0.7986, Anomaly: False",0.1990
8420,Cust025,3357090.387026916,2025-01-01 07:05:09,Delhi,tablet,"Supervised score: 0.9974, Anomaly: True",3.3282
8887,Cust075,9212616.533253385,2025-01-01 07:16:30,Hyderabad,mobile,"Supervised score: 1.0000, Anomaly: True",26.9586
164,Cust025,3778736.018960775,2025-01-01 07:16:33,Delhi,desktop,"Supervised score: 0.9988, Anomaly: True",4.3203
3637,Cust075,8770962.196234029,2025-01-01 07:19:20,Bangalore,mobile,"Supervised score: 1.0000, Anomaly: True",24.0856
1038,Cust075,9660904.402678812,2025-01-01 07:30:44,Ahmedabad,desktop,"Supervised score: 1.0000, Anomaly: True",28.9989
5724,Cust075,4753121.871140428,2025-01-01 07:30:53,Kolkata,mobile,"Supervised score: 0.9998, Anomaly: True",6.9686
9672,Cust075,5165346.75358671,2025-01-01 07:33:29,Mumbai,mobile,"Supervised score: 0.9997, Anomaly: True",8.8595
6046,Cust075,1080639.0552950008,2025-01-01 07:41:17,Bangalore,desktop,"Supervised score: 0.8581, Anomaly: False",0.3064
5354,Cust010,5681223.636610553,2025-01-01 07:42:22,Pune,tablet,"Supervised score: 0.9999, Anomaly: True",10.1374
7620,Cust075,3003181.0746561075,2025-01-01 07:47:56,Chennai,tablet,"Supervised score: 0.9939, Anomaly: True",2.5566
460,Cust001,6003081.130093425,2025-01-01 07:50:32,Mumbai,mobile,"Supervised score: 0.9999, Anomaly: True",12.1594
5351,Cust075,1678659.0695953814,2025-01-01 07:52:16,Chennai,mobile,"Supervised score: 0.9405, Anomaly: True",0.7102
9910,Cust010,2693711.43903466,2025-01-01 07:53:09,Chennai,tablet,"Supervised score: 0.9895, Anomaly: True",2.0248
802,Cust025,2492470.478390495,2025-01-01 07:56:56,Bangalore,desktop,"Supervised score: 0.9901, Anomaly: True",1.8555
5930,Cust075,8149268.238002396,2025-01-01 07:59:08,Bangalore,tablet,"Supervised score: 1.0000, Anomaly: True",20.6338
5870,Cust075,6761229.401250448,2025-01-01 07:59:39,Ahmedabad,mobile,"Supervised score: 1.0000, Anomaly: True",14.1736
3316,Cust075,9862209.328810329,2025-01-01 08:01:22,Delhi,tablet,"Supervised score: 1.0000, Anomaly: True",30.8540
6615,Cust075,8058168.448992713,2025-01-01 08:05:23,Delhi,mobile,"Supervised score: 1.0000, Anomaly: True",21.2771
6414,Cust001,1776520.5239975972,2025-01-01 08:15:35,Pune,desktop,"Supervised score: 0.9397, Anomaly: True",0.8183
1189,Cust075,6371821.533884287,2025-01-01 08:21:42,Chennai,desktop,"Supervised score: 1.0000, Anomaly: True",12.6467
2079,Cust001,8145879.318496891,2025-01-01 08:23:11,Ahmedabad,mobile,"Supervised score: 1.0000, Anomaly: True",20.9871
2644,Cust075,9846398.596217966,2025-01-01 08:28:06,Bangalore,tablet,"Supervised score: 1.0000, Anomaly: True",30.4167
3199,Cust001,1368905.9110445518,2025-01-01 08:31:49,Kolkata,desktop,"Supervised score: 0.9238, Anomaly: True",0.5037
7177,Cust001,7489016.802723352,2025-01-01 08:37:50,Pune,desktop,"Supervised score: 1.0000, Anomaly: True",18.0708
1393,Cust010,7102769.6419110345,2025-01-01 08:43:25,Bangalore,desktop,"Supervised score: 1.0000, Anomaly: True",15.7009
3402,Cust025,7604225.701613443,2025-01-01 08:54:14,Mumbai,desktop,"Supervised score: 1.0000, Anomaly: True",18.9898
4115,Cust001,8912233.078993754,2025-01-01 09:01:36,Kolkata,tablet,"Supervised score: 1.0000, Anomaly: True",25.3439
1844,Cust025,1398072.336145747,2025-01-01 09:19:37,Bangalore,tablet,"Supervised score: 0.9260, Anomaly: True",0.5302
125,Cust010,8738794.145689216,2025-01-01 09:24:33,Hyderabad,desktop,"Supervised score: 1.0000, Anomaly: True",24.3787
1875,Cust010,4840403.279363796,2025-01-01 09:27:14,Delhi,mobile,"Supervised score: 0.9998, Anomaly: True",7.2712
4375,Cust010,6460990.30011478,2025-01-01 09:29:57,Bangalore,mobile,"Supervised score: 1.0000, Anomaly: True",13.3550
