transaction_id,customer_id,amount_inr,timestamp,location,device,is_fraud
4263,Cust071,5410.129240587491,2025-01-01 00:10:40,Ahmedabad,desktop,0
9486,Cust017,42793.9365362171,2025-01-01 00:10:41,Mumbai,desktop,0
5413,Cust082,15822.881885431212,2025-01-01 00:10:51,Bangalore,mobile,0
2324,Cust018,9216.419753220769,2025-01-01 00:10:52,Mumbai,mobile,0
4922,Cust036,41927.75433050995,2025-01-01 00:10:53,Bangalore,desktop,0
4205,Cust013,37717.87409627495,2025-01-01 00:11:05,Kolkata,mobile,0
2273,Cust045,7619.8063140203885,2025-01-01 00:11:24,Bangalore,desktop,0
4998,Cust038,42058.551970533386,2025-01-01 00:11:27,Mumbai,tablet,0
2825,Cust019,6567.866247105558,2025-01-01 00:11:35,Pune,desktop,0
322,Cust034,48096.414282614925,2025-01-01 00:11:48,Pune,mobile,0
9730,Cust096,21861.93735267881,2025-01-01 00:11:51,Ahmedabad,desktop,0
146,Cust002,29489.889603725558,2025-01-01 00:11:57,Pune,tablet,0
6942,Cust022,21820.472769596516,2025-01-01 00:12:08,Pune,desktop,0
6278,Cust081,26302.90494114752,2025-01-01 00:12:17,Unusual_City,public-pc,1
892,Cust087,18523.99231365452,2025-01-01 00:12:20,Ahmedabad,tablet,0
3404,Cust024,6098.734946835132,2025-01-01 00:12:27,Hyderabad,mobile,0
6674,Cust006,14009.625512870472,2025-01-01 00:12:34,Hyderabad,desktop,0
1331,Cust044,10828.269701342335,2025-01-01 00:12:35,Mumbai,tablet,0
415,Cust049,805661.5057481078,2025-01-01 00:12:45,Pune,mobile,1
5497,Cust016,21164.075519140206,2025-01-01 00:12:56,Delhi,tablet,0
7839,Cust063,5330.168894025337,2025-01-01 00:13:01,Ahmedabad,tablet,0
4279,Cust003,15243.443743821079,2025-01-01 00:13:06,Hyderabad,tablet,0
8882,Cust000,35958.38584920642,2025-01-01 00:13:06,Chennai,desktop,0
5964,Cust080,2982.1291420546054,2025-01-01 00:13:25,Mumbai,desktop,0
342,Cust085,49645.19051825778,2025-01-01 00:13:30,Hyderabad,tablet,0
3037,Cust029,19305.07585497385,2025-01-01 00:13:31,Hyderabad,mobile,0
8108,Cust097,20011.437501883556,2025-01-01 00:13:41,Ahmedabad,mobile,0
3609,Cust087,1196.9433325030884,2025-01-01 00:13:52,Chennai,mobile,0
755,Cust091,20841.178795656535,2025-01-01 00:13:53,Delhi,tablet,0
7567,Cust010,7444932.595442593,2025-01-01 00:13:58,Hyderabad,mobile,1
6353,Cust011,16606.825966281354,2025-01-01 00:13:58,Mumbai,desktop,0
193,Cust000,257139.23328093774,2025-01-01 00:13:58,Pune,desktop,1
5030,Cust084,25044.081539649193,2025-01-01 00:14:12,Hyderabad,mobile,0
7406,Cust055,15969.020120767524,2025-01-01 00:14:14,Hyderabad,mobile,0
110,Cust070,42343.83379659197,2025-01-01 00:14:20,Ahmedabad,mobile,0
209,Cust058,36560.44972544829,2025-01-01 00:14:27,Ahmedabad,tablet,0
3163,Cust041,709831.7498604731,2025-01-01 00:14:27,Delhi,desktop,1
1913,Cust079,25001.64833826682,2025-01-01 00:14:32,Chennai,desktop,0
6148,Cust057,30849.537700207213,2025-01-01 00:14:38,Mumbai,mobile,0
9352,Cust084,6293.553393077953,2025-01-01 00:14:38,Ahmedabad,tablet,0
8436,Cust091,11903.55370711819,2025-01-01 00:14:47,Kolkata,tablet,0
2450,Cust059,11106.454560857848,2025-01-01 00:14:50,Kolkata,mobile,0
159,Cust062,18131.600201338282,2025-01-01 00:14:55,Chennai,tablet,0
3468,Cust060,30155.416592586247,2025-01-01 00:15:15,Pune,tablet,0
998,Cust017,18498.76673490816,2025-01-01 00:15:25,Kolkata,mobile,0
5942,Cust093,3679.644778842333,2025-01-01 00:15:48,Kolkata,desktop,0
144,Cust046,17038.180278284883,2025-01-01 00:15:57,Hyderabad,tablet,0
6191,Cust058,22202.23015455344,2025-01-01 00:15:58,Chennai,mobile,0
7130,Cust035,19055.187503441826,2025-01-01 00:16:02,Bangalore,desktop,0
8241,Cust075,8926048.171058971,2025-01-01 00:16:04,Mumbai,mobile,1
2219,Cust058,30422.204621793746,2025-01-01 00:16:11,Kolkata,tablet,0
9263,Cust069,3241.8411360364903,2025-01-01 00:16:23,Pune,desktop,0
5418,Cust064,40986.773989309906,2025-01-01 00:16:32,Chennai,tablet,0
1761,Cust068,34434.16171784985,2025-01-01 00:16:41,Bangalore,tablet,0
5949,Cust030,10972.853921220465,2025-01-01 00:17:02,Pune,tablet,0
8221,Cust084,14195.162137864554,2025-01-01 00:17:05,Delhi,desktop,0
1379,Cust007,24716.204310060486,2025-01-01 00:17:09,Chennai,mobile,0
4734,Cust001,7599443.592868506,2025-01-01 00:17:41,Bangalore,mobile,1
6456,Cust077,26244.4519114888,2025-01-01 00:17:48,Mumbai,mobile,0
9605,Cust085,17088.651201463126,2025-01-01 00:17:48,Ahmedabad,tablet,0
8502,Cust033,2116.4242124130287,2025-01-01 00:17:49,Chennai,desktop,0
7170,Cust068,16077.104206630664,2025-01-01 00:17:50,Mumbai,mobile,0
3365,Cust051,17270.657911392093,2025-01-01 00:17:51,Ahmedabad,desktop,0
277,Cust091,15813.743822960636,2025-01-01 00:17:51,Pune,mobile,0
3975,Cust045,35547.177307896636,2025-01-01 00:17:57,Delhi,tablet,0
5937,Cust062,33264.927642817354,2025-01-01 00:18:05,Delhi,mobile,0
6964,Cust001,9255815.267805431,2025-01-01 00:18:40,Chennai,tablet,1
6213,Cust027,31705.876534361698,2025-01-01 00:18:43,Hyderabad,mobile,0
2056,Cust057,13883.970147877488,2025-01-01 00:18:44,Delhi,mobile,0
1059,Cust069,19484.95836548186,2025-01-01 00:18:53,Pune,desktop,0
4349,Cust093,196066.5792936628,2025-01-01 00:19:08,Chennai,desktop,1
5703,Cust027,9704.695546855819,2025-01-01 00:19:09,Mumbai,tablet,0
9702,Cust064,2799.216455645197,2025-01-01 00:19:18,Mumbai,mobile,0
5388,Cust083,23777.324790168823,2025-01-01 00:19:31,Chennai,desktop,0
3426,Cust090,8547.06989884219,2025-01-01 00:19:38,Ahmedabad,desktop,0
263,Cust018,6950.740410518901,2025-01-01 00:19:41,Bangalore,mobile,0
7283,Cust013,598939.7826223904,2025-01-01 00:19:46,Mumbai,tablet,1
9638,Cust009,18318.095481716195,2025-01-01 00:19:58,Mumbai,tablet,0
2054,Cust003,48128.20251984411,2025-01-01 00:20:09,Bangalore,mobile,0
5348,Cust054,20265.3131732764,2025-01-01 00:20:12,Ahmedabad,mobile,0
5919,Cust055,39608.6692846821,2025-01-01 00:20:18,Mumbai,tablet,0
3428,Cust058,6383.202634573741,2025-01-01 00:20:20,Ahmedabad,tablet,0
2792,Cust020,34088.09340019895,2025-01-01 00:20:29,Hyderabad,mobile,0
8075,Cust025,28308.99370677583,2025-01-01 00:20:31,Delhi,mobile,0
2961,Cust063,40376.250908841066,2025-01-01 00:20:35,Delhi,tablet,0
1375,Cust066,2025.8186256188276,2025-01-01 00:21:01,Chennai,mobile,0
6250,Cust068,36931.232193475436,2025-01-01 00:21:08,Delhi,tablet,0
3230,Cust062,46849.45161233678,2025-01-01 00:21:25,Bangalore,mobile,0
6481,Cust042,15886.884698110965,2025-01-01 00:21:26,Chennai,mobile,0
1667,Cust014,34450.87561678,2025-01-01 00:21:38,Mumbai,tablet,0
3727,Cust043,23285.90880784122,2025-01-01 00:21:45,Kolkata,tablet,0
6870,Cust080,27205.575412222624,2025-01-01 00:21:49,Kolkata,desktop,0
2044,Cust071,33839.08094745432,2025-01-01 00:21:51,Kolkata,mobile,0
7192,Cust048,3083.1571023349607,2025-01-01 00:21:56,Hyderabad,tablet,0
7237,Cust055,28094.99017429486,2025-01-01 00:22:05,Pune,mobile,0
7972,Cust063,15576.707380818825,2025-01-01 00:22:13,Pune,desktop,0
4826,Cust021,5974.024026215759,2025-01-01 00:22:17,Delhi,tablet,0
9220,Cust017,30632.15888795001,2025-01-01 00:22:20,Kolkata,desktop,0
9946,Cust027,970.5570196962285,2025-01-01 00:22:20,Chennai,mobile,0
5364,Cust065,913.3120069315983,2025-01-01 00:22:23,Delhi,mobile,0
2572,Cust020,32366.64510101161,2025-01-01 00:22:36,Pune,desktop,0
7103,Cust080,328067.0373284818,2025-01-01 00:22:36,Ahmedabad,mobile,1
9802,Cust005,34619.562046672756,2025-01-01 00:22:51,Chennai,tablet,0
9857,Cust053,30165.369256310438,2025-01-01 00:23:05,Mumbai,mobile,0
2424,Cust044,17480.678286754006,2025-01-01 00:23:17,Delhi,desktop,0
800,Cust058,13011.910067582621,2025-01-01 00:23:37,Ahmedabad,mobile,0
9887,Cust007,42317.88051828202,2025-01-01 00:23:41,Chennai,mobile,0
5777,Cust053,20964.120471108483,2025-01-01 00:23:41,Kolkata,mobile,0
1691,Cust071,9957.0675010798,2025-01-01 00:23:56,Pune,desktop,0
1600,Cust030,37948.65988301768,2025-01-01 00:24:05,Kolkata,mobile,0
7197,Cust081,24834.86056959637,2025-01-01 00:24:12,Bangalore,mobile,0
4490,Cust059,689192.7239083718,2025-01-01 00:24:12,Kolkata,mobile,1
3627,Cust018,44807.75817363955,2025-01-01 00:24:22,Mumbai,mobile,0
1621,Cust032,399371.3781135739,2025-01-01 00:24:25,Delhi,tablet,1
4011,Cust077,4570.544464774726,2025-01-01 00:24:34,Delhi,mobile,0
529,Cust033,24020.9578681201,2025-01-01 00:24:34,Mumbai,mobile,0
6339,Cust091,12802.532099635398,2025-01-01 00:24:49,Chennai,tablet,0
5092,Cust057,13901.319754875758,2025-01-01 00:24:50,Kolkata,mobile,0
5630,Cust003,12293.989460326537,2025-01-01 00:24:59,Kolkata,tablet,0
2034,Cust066,13867.894072027007,2025-01-01 00:25:06,Ahmedabad,desktop,0
6341,Cust070,37625.75137182041,2025-01-01 00:25:06,Chennai,desktop,0
9653,Cust077,1711.0027865672043,2025-01-01 00:25:17,Hyderabad,mobile,0
9657,Cust010,5100186.609280123,2025-01-01 00:25:21,Chennai,tablet,1
9047,Cust079,25293.062692417196,2025-01-01 00:25:38,Kolkata,mobile,0
4353,Cust092,35639.82395238195,2025-01-01 00:25:41,Kolkata,mobile,0
4096,Cust099,37086.67102325904,2025-01-01 00:25:45,Kolkata,tablet,0
4580,Cust020,2370.256919197459,2025-01-01 00:25:48,Delhi,mobile,0
7670,Cust057,29851.236509906466,2025-01-01 00:26:01,Chennai,mobile,0
6401,Cust038,16521.307661272112,2025-01-01 00:26:06,Kolkata,desktop,0
2725,Cust061,37433.483422812795,2025-01-01 00:26:09,Bangalore,tablet,0
69,Cust080,46270.601174321215,2025-01-01 00:26:11,Delhi,mobile,0
545,Cust090,450829.0303130228,2025-01-01 00:26:14,Pune,mobile,1
5775,Cust036,44570.565582575735,2025-01-01 00:26:23,Hyderabad,desktop,0
7940,Cust071,7942.120799222443,2025-01-01 00:26:34,Ahmedabad,tablet,0
9457,Cust015,13198.364571743434,2025-01-01 00:26:34,Kolkata,tablet,0
5149,Cust065,28458.232663766023,2025-01-01 00:26:38,Delhi,tablet,0
4453,Cust077,30502.425192722167,2025-01-01 00:26:40,Pune,mobile,0
170,Cust012,46041.889123398105,2025-01-01 00:26:42,Chennai,desktop,0
319,Cust081,4937.785446166111,2025-01-01 00:26:51,Ahmedabad,tablet,0
9460,Cust081,40094.61956130644,2025-01-01 00:27:01,Chennai,mobile,0
2421,Cust053,376110.6754374205,2025-01-01 00:27:02,Pune,mobile,1
3719,Cust052,41145.7421720164,2025-01-01 00:27:12,Ahmedabad,desktop,0
2621,Cust005,505331.80859684513,2025-01-01 00:27:14,Mumbai,tablet,1
224,Cust001,20894.87807810699,2025-01-01 00:27:15,Mumbai,desktop,0
6228,Cust010,5498888.585451025,2025-01-01 00:27:17,Mumbai,mobile,1
6618,Cust052,27672.46458667441,2025-01-01 00:27:25,Delhi,desktop,0
3490,Cust001,36029.14696840343,2025-01-01 00:27:28,Kolkata,tablet,0
4594,Cust009,26885.01279366865,2025-01-01 00:27:34,Mumbai,mobile,0
7069,Cust072,1825.1439923048285,2025-01-01 00:27:53,Delhi,desktop,0
1914,Cust058,6981.096980275485,2025-01-01 00:27:53,Mumbai,tablet,0
4381,Cust054,936.3342480763954,2025-01-01 00:27:54,Delhi,mobile,0
946,Cust055,25066.608712281664,2025-01-01 00:27:55,Hyderabad,mobile,0
8027,Cust082,945961.3621267041,2025-01-01 00:28:01,Delhi,mobile,1
7427,Cust017,49648.72279951359,2025-01-01 00:28:07,Delhi,mobile,0
2436,Cust087,12475.42254190221,2025-01-01 00:28:14,Bangalore,mobile,0
516,Cust015,10908.670806142138,2025-01-01 00:28:14,Ahmedabad,mobile,0
2675,Cust019,23757.34903169191,2025-01-01 00:28:16,Mumbai,tablet,0
2949,Cust024,39511.88752728834,2025-01-01 00:28:18,Ahmedabad,mobile,0
2643,Cust053,26078.43422453319,2025-01-01 00:28:20,Kolkata,desktop,0
9834,Cust070,25300.518314773442,2025-01-01 00:28:26,Ahmedabad,desktop,0
4745,Cust007,30670.503561246835,2025-01-01 00:28:29,Hyderabad,mobile,0
4595,Cust085,7325.991675651531,2025-01-01 00:28:31,Chennai,tablet,0
202,Cust061,46860.225794506536,2025-01-01 00:28:41,Mumbai,mobile,0
2828,Cust030,36857.10849595898,2025-01-01 00:28:55,Bangalore,mobile,0
7233,Cust089,34570.09118321639,2025-01-01 00:28:55,Chennai,mobile,0
7048,Cust017,21323.77073352596,2025-01-01 00:28:59,Kolkata,desktop,0
2580,Cust015,19114.068659903245,2025-01-01 00:29:22,Pune,mobile,0
8226,Cust030,9942.039053437238,2025-01-01 00:29:34,Bangalore,mobile,0
8972,Cust079,41582.91698828827,2025-01-01 00:29:36,Delhi,mobile,0
3758,Cust034,45816.10562030741,2025-01-01 00:29:44,Delhi,mobile,0
9187,Cust095,33189.128793431526,2025-01-01 00:29:48,Pune,tablet,0
1995,Cust010,46610.98493318547,2025-01-01 00:29:48,Ahmedabad,tablet,0
5185,Cust035,45038.10096072874,2025-01-01 00:29:53,Bangalore,desktop,0
1637,Cust045,35400.632568166264,2025-01-01 00:30:10,Bangalore,tablet,0
920,Cust050,11120.958594596066,2025-01-01 00:30:23,Chennai,desktop,0
5644,Cust002,14249.320449124127,2025-01-01 00:30:27,Delhi,tablet,0
9977,Cust066,26053.538347823545,2025-01-01 00:30:34,Delhi,tablet,0
9578,Cust053,26511.716895361216,2025-01-01 00:30:37,Pune,desktop,0
5407,Cust040,8502.780609908721,2025-01-01 00:30:49,Bangalore,mobile,0
1540,Cust018,31434.716635187684,2025-01-01 00:30:54,Bangalore,mobile,0
2532,Cust001,19768.68664204789,2025-01-01 00:30:57,Kolkata,desktop,0
1555,Cust007,16089.194759217158,2025-01-01 00:31:01,Pune,tablet,0
747,Cust073,44565.92319245052,2025-01-01 00:31:16,Bangalore,mobile,0
673,Cust036,37045.627768676226,2025-01-01 00:31:24,Hyderabad,mobile,0
7562,Cust096,38230.511821187545,2025-01-01 00:31:29,Kolkata,tablet,0
3274,Cust023,806500.3589777922,2025-01-01 00:31:29,Kolkata,tablet,1
8640,Cust078,7593.8467956427285,2025-01-01 00:31:33,Pune,mobile,0
4870,Cust041,14441.823979380959,2025-01-01 00:31:46,Pune,mobile,0
5090,Cust066,3140.338068756584,2025-01-01 00:31:52,Hyderabad,desktop,0
4731,Cust078,45049.17220549338,2025-01-01 00:32:20,Kolkata,tablet,0
4310,Cust064,14614.09217144508,2025-01-01 00:32:47,Bangalore,desktop,0
1608,Cust042,34015.148776593174,2025-01-01 00:32:48,Pune,mobile,0
1890,Cust080,31075.882016335247,2025-01-01 00:32:49,Chennai,desktop,0
4007,Cust038,14788.981982435293,2025-01-01 00:32:49,Delhi,desktop,0
8251,Cust018,34384.949435050534,2025-01-01 00:32:56,Chennai,mobile,0
5950,Cust051,40652.23494858153,2025-01-01 00:33:29,Hyderabad,mobile,0
4073,Cust095,18094.115695864304,2025-01-01 00:33:33,Delhi,desktop,0
4262,Cust088,35377.00859060084,2025-01-01 00:34:01,Bangalore,tablet,0
8111,Cust077,23832.723707223784,2025-01-01 00:34:04,Kolkata,mobile,0
1447,Cust025,15139.765313706306,2025-01-01 00:34:04,Hyderabad,mobile,0
2445,Cust067,23779.66302323295,2025-01-01 00:34:22,Kolkata,tablet,0
4971,Cust082,23614.886753607996,2025-01-01 00:34:33,Mumbai,desktop,0
9614,Cust007,145393.6166432267,2025-01-01 00:34:35,Hyderabad,mobile,1
5101,Cust078,8439.496812804187,2025-01-01 00:35:04,Ahmedabad,tablet,0
9172,Cust082,39834.02615582569,2025-01-01 00:35:09,Delhi,tablet,0
7384,Cust064,12914.80455879437,2025-01-01 00:35:28,Mumbai,mobile,0
6978,Cust084,22575.28088501808,2025-01-01 00:35:40,Hyderabad,mobile,0
2028,Cust014,48094.23412223879,2025-01-01 00:36:04,Chennai,tablet,0
78,Cust092,10144.604336940523,2025-01-01 00:36:10,Hyderabad,mobile,0
5810,Cust059,24811.477972165772,2025-01-01 00:36:16,Mumbai,tablet,0
3409,Cust020,34991.37794123489,2025-01-01 00:36:23,Hyderabad,mobile,0
5948,Cust033,27087.477040193626,2025-01-01 00:36:43,Pune,desktop,0
7889,Cust097,37915.77048333017,2025-01-01 00:36:47,Delhi,mobile,0
1757,Cust059,828953.1442739922,2025-01-01 00:36:48,Pune,mobile,1
866,Cust049,32258.194221548016,2025-01-01 00:36:54,Bangalore,tablet,0
3557,Cust033,27723.95982600128,2025-01-01 00:36:54,Ahmedabad,desktop,0
4536,Cust052,15896.564400320703,2025-01-01 00:36:58,Bangalore,tablet,0
7506,Cust015,29220.838702681755,2025-01-01 00:37:21,Ahmedabad,desktop,0
442,Cust062,30151.046688571594,2025-01-01 00:37:22,Pune,mobile,0
8491,Cust017,8426.347889139692,2025-01-01 00:37:23,Kolkata,mobile,0
2969,Cust065,12711.077272327866,2025-01-01 00:37:25,Bangalore,desktop,0
2843,Cust063,15728.926824138658,2025-01-01 00:37:36,Chennai,tablet,0
5447,Cust065,38004.052021847136,2025-01-01 00:37:42,Ahmedabad,desktop,0
1159,Cust075,2879843.9887772826,2025-01-01 00:37:54,Chennai,mobile,1
2301,Cust067,25409.350755556625,2025-01-01 00:37:59,Chennai,tablet,0
8920,Cust074,32392.263748125053,2025-01-01 00:38:06,Hyderabad,tablet,0
7286,Cust030,160602.76264665206,2025-01-01 00:38:22,Hyderabad,tablet,1
3909,Cust080,26839.501124931685,2025-01-01 00:38:28,Kolkata,tablet,0
9562,Cust057,19368.162547776414,2025-01-01 00:38:30,Kolkata,tablet,0
5274,Cust010,4364549.779773466,2025-01-01 00:38:40,Delhi,desktop,1
2209,Cust077,47543.79769836361,2025-01-01 00:38:45,Ahmedabad,tablet,0
4562,Cust012,33045.96438425463,2025-01-01 00:39:01,Hyderabad,tablet,0
3687,Cust092,42427.09575175963,2025-01-01 00:39:05,Mumbai,desktop,0
9985,Cust090,15811.675323732188,2025-01-01 00:39:20,Delhi,mobile,0
3960,Cust014,41017.8577053224,2025-01-01 00:39:23,Delhi,mobile,0
4587,Cust031,928342.4836791399,2025-01-01 00:39:38,Mumbai,desktop,1
3259,Cust098,37357.88211066731,2025-01-01 00:39:40,Pune,mobile,0
2790,Cust057,37069.51243147058,2025-01-01 00:39:48,Chennai,tablet,0
4131,Cust093,4970.768734804115,2025-01-01 00:40:18,Pune,mobile,0
477,Cust057,409670.5162001872,2025-01-01 00:40:20,Mumbai,mobile,1
7772,Cust074,4326.02791094806,2025-01-01 00:40:46,Chennai,tablet,0
975,Cust022,9151.942394735319,2025-01-01 00:41:25,Delhi,tablet,0
3963,Cust007,30512.688895039333,2025-01-01 00:41:30,Kolkata,desktop,0
2486,Cust006,49033.30449026202,2025-01-01 00:41:34,Bangalore,tablet,0
5195,Cust098,41905.42298746558,2025-01-01 00:41:36,Bangalore,mobile,0
2053,Cust079,16833.757316868687,2025-01-01 00:41:50,Pune,tablet,0
9100,Cust001,901885.1285395131,2025-01-01 00:41:54,Mumbai,mobile,1
4736,Cust053,11201.334406588532,2025-01-01 00:42:10,Kolkata,tablet,0
7253,Cust067,3991.4476142474346,2025-01-01 00:42:12,Mumbai,desktop,0
4681,Cust094,940497.669900528,2025-01-01 00:42:30,Kolkata,desktop,1
4333,Cust095,10161.143444480307,2025-01-01 00:42:47,Kolkata,mobile,0
4214,Cust028,18203.207204651113,2025-01-01 00:42:59,Delhi,desktop,0
5552,Cust091,25794.73579545705,2025-01-01 00:43:03,Pune,mobile,0
7486,Cust021,14962.751767411222,2025-01-01 00:43:08,Kolkata,desktop,0
4751,Cust065,9391.874405420967,2025-01-01 00:43:09,Mumbai,tablet,0
540,Cust023,7256.899098137318,2025-01-01 00:43:21,Chennai,mobile,0
2835,Cust027,34926.67872929369,2025-01-01 00:43:35,Bangalore,desktop,0
1483,Cust084,20307.686006837248,2025-01-01 00:43:48,Pune,tablet,0
2503,Cust035,777580.1139888641,2025-01-01 00:44:11,Delhi,mobile,1
3258,Cust041,15619.489214149844,2025-01-01 00:44:27,Ahmedabad,mobile,0
2332,Cust043,4946.374752318159,2025-01-01 00:44:31,Mumbai,tablet,0
1093,Cust072,33603.28609526578,2025-01-01 00:44:32,Ahmedabad,desktop,0
7501,Cust050,2294.4897169823453,2025-01-01 00:44:36,Kolkata,tablet,0
6038,Cust031,6496.359405520623,2025-01-01 00:44:43,Bangalore,tablet,0
8900,Cust099,30378.29505095126,2025-01-01 00:44:44,Hyderabad,tablet,0
2695,Cust010,39704.1547434447,2025-01-01 00:44:56,Hyderabad,desktop,0
2462,Cust048,32629.489799934778,2025-01-01 00:44:59,Chennai,mobile,0
9966,Cust053,20958.97178935496,2025-01-01 00:45:06,Bangalore,desktop,0
1568,Cust058,26054.267248402994,2025-01-01 00:45:09,Ahmedabad,tablet,0
6079,Cust038,10970.666980238979,2025-01-01 00:45:17,Hyderabad,tablet,0
8790,Cust088,40996.43434483629,2025-01-01 00:45:19,Pune,tablet,0
8194,Cust030,8218.349482604659,2025-01-01 00:45:31,Mumbai,tablet,0
9189,Cust001,944867.0327539544,2025-01-01 00:45:37,Hyderabad,tablet,1
9781,Cust079,45522.159210712736,2025-01-01 00:45:39,Mumbai,tablet,0
7715,Cust001,8864903.62213285,2025-01-01 00:45:48,Pune,mobile,1
